year,round,seed1,team1,adj_eff1,adj_off1,adj_def1,barthag1,efg1,to_pct1,orb_pct1,wins1,losses1,three_pct1,opp_three_pct1,seed2,team2,adj_eff2,adj_off2,adj_def2,barthag2,efg2,to_pct2,orb_pct2,wins2,losses2,three_pct2,opp_three_pct2,winner
2016,1,4,California,18.58,118.14,98.8,0.7933,0.5421,0.1814,0.2732,26,6,0.3569,0.3203,13,Hawaii,3.92,112.26,107.78,0.5743,0.5018,0.1799,0.3042,22,12,0.3571,0.3062,Hawaii
2016,1,6,Arizona,17.22,115.55,97.65,0.7514,0.5333,0.1786,0.3302,23,6,0.3395,0.3013,11,Wichita State,10.19,113.97,104.58,0.6613,0.5091,0.1572,0.3196,23,13,0.3349,0.3053,Wichita State
2016,1,3,Miami,20.05,119.62,98.64,0.7903,0.5308,0.1438,0.3133,26,6,0.3445,0.3104,14,Buffalo,3.89,109.67,105.5,0.5737,0.4935,0.1671,0.3351,20,11,0.3357,0.3535,Miami
2016,1,7,Iowa,13.96,115.58,101.17,0.6899,0.5202,0.1683,0.3111,23,10,0.331,0.3387,10,Temple,11.35,115.44,103.73,0.6813,0.523,0.1703,0.2862,19,12,0.3727,0.2894,Temple
2016,1,2,Villanova,24.49,121.89,97.62,0.8729,0.5635,0.1714,0.2777,30,5,0.3814,0.3292,15,UNC Asheville,-2.03,108.16,109.3,0.4526,0.4858,0.165,0.2854,21,12,0.3203,0.3446,Villanova
2016,2,1,Kansas,28.78,123.93,94.46,0.95,0.5694,0.14,0.3084,30,3,0.3867,0.3146,9,Connecticut,8.61,112.74,103.89,0.6439,0.5365,0.1811,0.2809,20,9,0.3431,0.3459,Kansas
2016,2,5,Maryland,15.83,116.82,100.34,0.7518,0.523,0.1497,0.3007,24,7,0.3518,0.2845,13,Hawaii,3.92,112.26,107.78,0.5743,0.5018,0.1799,0.3042,22,12,0.3571,0.3062,Maryland
2016,2,11,Wichita State,10.19,113.97,104.58,0.6613,0.5091,0.1572,0.3196,23,13,0.3349,0.3053,3,Miami,20.05,119.62,98.64,0.7903,0.5308,0.1438,0.3133,26,6,0.3445,0.3104,Miami
2016,2,10,Temple,11.35,115.44,103.73,0.6813,0.523,0.1703,0.2862,19,12,0.3727,0.2894,2,Villanova,24.49,121.89,97.62,0.8729,0.5635,0.1714,0.2777,30,5,0.3814,0.3292,Villanova
2016,3,1,Kansas,28.78,123.93,94.46,0.95,0.5694,0.14,0.3084,30,3,0.3867,0.3146,5,Maryland,15.83,116.82,100.34,0.7518,0.523,0.1497,0.3007,24,7,0.3518,0.2845,Kansas
2016,3,3,Miami,20.05,119.62,98.64,0.7903,0.5308,0.1438,0.3133,26,6,0.3445,0.3104,2,Villanova,24.49,121.89,97.62,0.8729,0.5635,0.1714,0.2777,30,5,0.3814,0.3292,Villanova
2016,4,1,Kansas,28.78,123.93,94.46,0.95,0.5694,0.14,0.3084,30,3,0.3867,0.3146,2,Villanova,24.49,121.89,97.62,0.8729,0.5635,0.1714,0.2777,30,5,0.3814,0.3292,Villanova
2016,1,1,Oregon,27.14,119.51,91.8,0.9075,0.5512,0.1482,0.3197,31,3,0.3709,0.3161,16,Holy Cross,-0.02,110.84,110.46,0.5048,0.4854,0.1961,0.271,17,17,0.3398,0.3299,Oregon
2016,1,8,Saint Joseph's,11.43,116.42,104.86,0.672,0.5371,0.1833,0.3105,23,11,0.3483,0.313,9,Cincinnati,9.44,111.89,101.81,0.6533,0.5076,0.1539,0.2842,22,11,0.3559,0.3253,Saint Joseph's
2016,1,5,Baylor,14.07,113.13,100.05,0.7129,0.54,0.1769,0.2901,23,8,0.3693,0.3459,12,Yale,7.97,113.17,105.68,0.6137,0.5092,0.1632,0.3348,22,10,0.3561,0.3237,Yale
2016,1,4,Duke,21.6,118.56,97.49,0.8126,0.5587,0.157,0.2767,27,9,0.3756,0.3185,13,UNC Wilmington,4.63,110.29,104.68,0.5878,0.5032,0.1589,0.3339,22,10,0.3194,0.332,Duke
2016,1,6,Texas,14.85,118.83,103.19,0.7219,0.5332,0.1652,0.2994,23,7,0.3478,0.3118,11,Northern Iowa,6.91,111.56,103.82,0.5874,0.5152,0.1829,0.3173,22,11,0.3422,0.3134,Northern Iowa
2016,1,3,Texas A&M,21.01,119.46,98.8,0.8309,0.5272,0.1513,0.2813,28,8,0.3752,0.3244,14,Green Bay,3.1,109.54,107.36,0.5543,0.4883,0.1956,0.2948,21,11,0.3493,0.3391,Texas A&M
2016,1,7,Oregon State,13.35,117.85,104.3,0.7119,0.5303,0.1656,0.2764,25,9,0.3822,0.3453,10,VCU,10.25,114.49,104.35,0.647,0.5296,0.1786,0.2631,19,9,0.3766,0.3041,VCU
2016,1,2,Oklahoma,24.76,119.48,94.38,0.8881,0.5451,0.1682,0.319,29,4,0.3897,0.3241,15,CSU Bakersfield,0.94,109.1,107.75,0.515,0.5129,0.1596,0.2817,18,15,0.312,0.3076,Oklahoma
2016,2,1,Oregon,27.14,119.51,91.8,0.9075,0.5512,0.1482,0.3197,31,3,0.3709,0.3161,8,Saint Joseph's,11.43,116.42,104.86,0.672,0.5371,0.1833,0.3105,23,11,0.3483,0.313,Oregon
2016,2,12,Yale,7.97,113.17,105.68,0.6137,0.5092,0.1632,0.3348,22,10,0.3561,0.3237,4,Duke,21.6,118.56,97.49,0.8126,0.5587,0.157,0.2767,27,9,0.3756,0.3185,Duke
2016,2,11,Northern Iowa,6.91,111.56,103.82,0.5874,0.5152,0.1829,0.3173,22,11,0.3422,0.3134,3,Texas A&M,21.01,119.46,98.8,0.8309,0.5272,0.1513,0.2813,28,8,0.3752,0.3244,Texas A&M
2016,2,10,VCU,10.25,114.49,104.35,0.647,0.5296,0.1786,0.2631,19,9,0.3766,0.3041,2,Oklahoma,24.76,119.48,94.38,0.8881,0.5451,0.1682,0.319,29,4,0.3897,0.3241,Oklahoma
2016,3,1,Oregon,27.14,119.51,91.8,0.9075,0.5512,0.1482,0.3197,31,3,0.3709,0.3161,4,Duke,21.6,118.56,97.49,0.8126,0.5587,0.157,0.2767,27,9,0.3756,0.3185,Oregon
2016,3,3,Texas A&M,21.01,119.46,98.8,0.8309,0.5272,0.1513,0.2813,28,8,0.3752,0.3244,2,Oklahoma,24.76,119.48,94.38,0.8881,0.5451,0.1682,0.319,29,4,0.3897,0.3241,Oklahoma
2016,4,1,Oregon,27.14,119.51,91.8,0.9075,0.5512,0.1482,0.3197,31,3,0.3709,0.3161,2,Oklahoma,24.76,119.48,94.38,0.8881,0.5451,0.1682,0.319,29,4,0.3897,0.3241,Oklahoma
2016,1,1,North Carolina,30.48,124.58,95.07,0.9618,0.5737,0.14,0.3149,33,4,0.3675,0.28,16,Florida Gulf Coast,-2.61,106.99,109.57,0.4656,0.4843,0.174,0.2658,18,15,0.335,0.3356,North Carolina
2016,1,8,USC,9.57,115.2,105.02,0.6313,0.5297,0.1705,0.3312,24,8,0.3464,0.3061,9,Providence,11.12,117.12,105.12,0.6507,0.5175,0.1676,0.3079,24,12,0.3528,0.3208,Providence
2016,1,5,Indiana,15.48,119.16,103.85,0.7141,0.5405,0.1514,0.34,24,5,0.3544,0.2958,12,Chattanooga,4.72,110.67,106.15,0.5791,0.5094,0.1791,0.2697,21,10,0.3246,0.3112,Indiana
2016,1,4,Kentucky,17.19,117.41,99.52,0.7485,0.5526,0.1708,0.2891,23,8,0.3697,0.297,13,Stony Brook,5.05,109.85,104.18,0.5797,0.5237,0.1845,0.2811,22,10,0.3405,0.3057,Kentucky
2016,1,6,Notre Dame,12.08,116.94,104.91,0.665,0.5359,0.1615,0.2837,23,9,0.3636,0.3384,11,Michigan,5.31,111.71,105.5,0.5788,0.5038,0.1833,0.28,19,12,0.3598,0.3537,Michigan
2016,1,3,West Virginia,21.86,120.16,98.32,0.8141,0.5316,0.161,0.3211,27,7,0.3413,0.2961,14,Stephen F. Austin,2.63,111.3,108.53,0.5409,0.4963,0.1666,0.3267,18,14,0.3444,0.3005,West Virginia
2016,1,7,Wisconsin,13.23,115.66,102.91,0.6937,0.5221,0.1637,0.2887,21,8,0.3376,0.3232,10,Pittsburgh,7.4,111.01,103.23,0.624,0.5069,0.1715,0.2905,19,11,0.3453,0.3085,Wisconsin
2016,1,2,Xavier,22.13,117.69,94.6,0.8485,0.5387,0.1551,0.2826,30,5,0.3472,0.2955,15,Weber State,1.48,109.03,107.12,0.5333,0.5079,0.1818,0.3221,20,16,0.3572,0.319,Xavier
2016,2,1,North Carolina,30.48,124.58,95.07,0.9618,0.5737,0.14,0.3149,33,4,0.3675,0.28,9,Providence,11.12,117.12,105.12,0.6507,0.5175,0.1676,0.3079,24,12,0.3528,0.3208,North Carolina
2016,2,5,Indiana,15.48,119.16,103.85,0.7141,0.5405,0.1514,0.34,24,5,0.3544,0.2958,4,Kentucky,17.19,117.41,99.52,0.7485,0.5526,0.1708,0.2891,23,8,0.3697,0.297,Indiana
2016,2,11,Michigan,5.31,111.71,105.5,0.5788,0.5038,0.1833,0.28,19,12,0.3598,0.3537,3,West Virginia,21.86,120.16,98.32,0.8141,0.5316,0.161,0.3211,27,7,0.3413,0.2961,West Virginia
2016,2,7,Wisconsin,13.23,115.66,102.91,0.6937,0.5221,0.1637,0.2887,21,8,0.3376,0.3232,2,Xavier,22.13,117.69,94.6,0.8485,0.5387,0.1551,0.2826,30,5,0.3472,0.2955,Xavier
2016,3,1,North Carolina,30.48,124.58,95.07,0.9618,0.5737,0.14,0.3149,33,4,0.3675,0.28,5,Indiana,15.48,119.16,103.85,0.7141,0.5405,0.1514,0.34,24,5,0.3544,0.2958,North Carolina
2016,3,3,West Virginia,21.86,120.16,98.32,0.8141,0.5316,0.161,0.3211,27,7,0.3413,0.2961,2,Xavier,22.13,117.69,94.6,0.8485,0.5387,0.1551,0.2826,30,5,0.3472,0.2955,Xavier
2016,4,1,North Carolina,30.48,124.58,95.07,0.9618,0.5737,0.14,0.3149,33,4,0.3675,0.28,2,Xavier,22.13,117.69,94.6,0.8485,0.5387,0.1551,0.2826,30,5,0.3472,0.2955,North Carolina
2016,1,1,Virginia,29.48,122.23,91.76,0.9328,0.5398,0.1476,0.2973,29,4,0.39,0.3144,16,Hampton,-2.09,111.13,113.55,0.4568,0.5098,0.1881,0.3142,19,14,0.3318,0.3092,Virginia
2016,1,8,Texas Tech,11.03,113.91,103.33,0.6555,0.5302,0.1702,0.3279,23,9,0.3692,0.3061,9,Butler,10.85,115.76,105.77,0.6437,0.5198,0.1699,0.2883,21,9,0.3523,0.2931,Butler
2016,1,5,Purdue,15.82,118.66,102.44,0.7184,0.5282,0.154,0.2688,24,8,0.378,0.319,12,Little Rock,4.82,114.59,109.74,0.5728,0.4909,0.164,0.3305,20,10,0.3398,0.3315,Little Rock
2016,1,4,Iowa State,17.03,114.23,96.32,0.7397,0.5381,0.1658,0.2614,25,5,0.3625,0.2996,13,Iona,2.44,109.05,106.25,0.5286,0.4904,0.1854,0.2935,22,12,0.3356,0.3122,Iowa State
2016,1,6,Seton Hall,14.83,118.74,103.83,0.7027,0.5452,0.1537,0.3265,23,7,0.368,0.3392,11,Gonzaga,7.67,112.23,104.25,0.6272,0.5171,0.1903,0.329,19,11,0.3268,0.3044,Gonzaga
2016,1,3,Utah,24.68,117.45,93.11,0.8638,0.5398,0.14,0.3344,28,4,0.3355,0.3231,14,Fresno State,1.88,112.34,110.35,0.5463,0.4922,0.1942,0.2725,21,14,0.3298,0.3011,Utah
2016,1,7,Dayton,14.92,115.04,100.87,0.7107,0.5107,0.1598,0.3291,22,7,0.3845,0.3331,10,Syracuse,8.9,113.54,104.5,0.6449,0.5373,0.1695,0.2733,23,10,0.3512,0.3409,Syracuse
2016,1,2,Michigan State,23.67,121.47,96.86,0.8419,0.5387,0.1623,0.2849,28,3,0.3784,0.3128,15,Middle Tennessee,0.67,112.03,110.83,0.5112,0.5031,0.1652,0.3266,20,16,0.3616,0.3506,Middle Tennessee
2016,2,1,Virginia,29.48,122.23,91.76,0.9328,0.5398,0.1476,0.2973,29,4,0.39,0.3144,9,Butler,10.85,115.76,105.77,0.6437,0.5198,0.1699,0.2883,21,9,0.3523,0.2931,Virginia
