year,round,seed1,team1,adj_eff1,adj_off1,adj_def1,barthag1,efg1,to_pct1,orb_pct1,wins1,losses1,three_pct1,opp_three_pct1,seed2,team2,adj_eff2,adj_off2,adj_def2,barthag2,efg2,to_pct2,orb_pct2,wins2,losses2,three_pct2,opp_three_pct2,winner
2015,1,1,Duke,26.3,119.5,93.2,0.879,0.544,0.169,0.293,29,7,0.369,0.295,16,Robert Morris,-1.1,110.8,111.9,0.499,0.459,0.191,0.287,18,19,0.36,0.348,Duke
2015,1,8,San Diego State,8.0,114.0,106.0,0.615,0.478,0.171,0.276,20,16,0.368,0.321,9,St. John's,6.1,111.2,105.1,0.585,0.507,0.193,0.282,23,14,0.35,0.325,San Diego State
2015,1,5,Utah,18.6,115.9,97.3,0.798,0.504,0.18,0.281,24,14,0.33,0.314,12,Stephen F. Austin,5.6,112.3,106.7,0.579,0.494,0.165,0.317,26,10,0.311,0.346,Utah
2015,1,4,Georgetown,17.2,115.2,98.0,0.765,0.508,0.155,0.328,25,13,0.365,0.31,13,Eastern Washington,2.0,111.6,109.6,0.532,0.472,0.185,0.29,25,12,0.352,0.32,Georgetown
2015,1,6,SMU,13.4,116.7,103.3,0.693,0.495,0.178,0.309,22,16,0.338,0.319,11,UCLA,8.8,115.4,106.6,0.641,0.504,0.163,0.313,19,18,0.351,0.31,UCLA
2015,1,3,Iowa State,19.3,116.5,97.2,0.77,0.508,0.16,0.328,28,8,0.329,0.312,14,UAB,2.3,110.5,108.2,0.53,0.471,0.185,0.331,23,13,0.359,0.348,UAB
2015,1,7,VCU,10.1,115.9,105.8,0.652,0.482,0.16,0.328,24,13,0.342,0.337,10,Ohio State,10.7,115.8,105.1,0.665,0.51,0.169,0.326,22,16,0.349,0.34,Ohio State
2015,1,2,Gonzaga,22.6,118.0,95.4,0.845,0.536,0.158,0.31,28,8,0.344,0.295,15,North Dakota State,-2.4,108.3,110.7,0.466,0.461,0.172,0.316,22,15,0.345,0.32,Gonzaga
2015,1,1,Wisconsin,28.3,121.0,92.7,0.913,0.533,0.168,0.307,32,6,0.375,0.321,16,Coastal Carolina,-4.1,110.1,114.2,0.43,0.467,0.2,0.327,21,15,0.333,0.348,Wisconsin
2015,1,8,Oregon,9.9,113.1,103.2,0.648,0.495,0.177,0.324,20,15,0.358,0.339,9,Oklahoma State,11.4,114.9,103.5,0.678,0.486,0.166,0.329,21,15,0.327,0.314,Oregon
2015,1,5,Arkansas,15.7,115.6,99.9,0.751,0.503,0.182,0.294,26,9,0.371,0.318,12,Wofford,8.0,112.6,104.6,0.626,0.507,0.178,0.32,22,14,0.37,0.315,Arkansas
2015,1,4,North Carolina,16.4,116.5,100.1,0.731,0.531,0.162,0.28,23,13,0.344,0.323,13,Harvard,5.8,110.8,105.0,0.568,0.484,0.181,0.337,21,15,0.335,0.338,North Carolina
2015,1,6,Xavier,11.6,115.7,104.1,0.688,0.507,0.153,0.339,24,13,0.364,0.317,11,Ole Miss,4.4,112.4,108.0,0.547,0.486,0.175,0.295,21,15,0.331,0.346,Xavier
2015,1,3,Baylor,20.6,119.2,98.6,0.828,0.512,0.172,0.303,28,9,0.355,0.312,14,Georgia State,-0.1,108.9,109.0,0.516,0.471,0.178,0.32,22,13,0.339,0.342,Georgia State
2015,1,7,VCU,12.0,114.1,102.1,0.68,0.498,0.158,0.282,24,11,0.353,0.338,10,Ohio State,8.1,112.0,103.9,0.611,0.492,0.174,0.279,22,13,0.342,0.335,VCU
2015,1,2,Arizona,21.6,117.5,95.9,0.832,0.515,0.162,0.298,30,7,0.358,0.31,15,Texas Southern,-1.9,109.1,111.0,0.464,0.465,0.191,0.285,20,16,0.348,0.355,Arizona
2015,2,1,Kentucky,26.3,120.5,94.2,0.903,0.552,0.155,0.283,29,8,0.337,0.296,8,Cincinnati,8.1,111.3,103.2,0.623,0.487,0.191,0.304,22,13,0.355,0.312,Kentucky
2015,2,5,West Virginia,18.2,117.6,99.4,0.772,0.514,0.149,0.264,22,16,0.38,0.316,4,Maryland,18.0,117.5,99.5,0.777,0.502,0.174,0.336,27,11,0.328,0.307,West Virginia
2015,2,6,Butler,14.6,117.0,102.4,0.708,0.51,0.163,0.295,23,12,0.371,0.34,3,Notre Dame,21.7,119.6,97.9,0.843,0.512,0.147,0.313,24,12,0.336,0.3,Notre Dame
2015,2,7,Wichita State,9.0,113.4,104.4,0.639,0.49,0.16,0.317,21,16,0.356,0.324,2,Kansas,25.7,120.8,95.1,0.892,0.549,0.151,0.304,27,8,0.37,0.326,Wichita State
2015,2,1,Duke,25.4,121.3,95.9,0.885,0.544,0.171,0.295,31,6,0.359,0.302,8,San Diego State,10.0,114.0,104.0,0.633,0.482,0.167,0.286,23,12,0.33,0.309,Duke
2015,2,5,Utah,19.0,118.3,99.3,0.776,0.5,0.171,0.298,23,15,0.363,0.333,4,Georgetown,18.8,117.5,98.7,0.766,0.512,0.155,0.314,26,11,0.375,0.309,Utah
2015,2,1,Wisconsin,29.0,121.2,92.2,0.945,0.519,0.135,0.28,32,3,0.341,0.317,8,Oregon,10.9,114.5,103.6,0.66,0.489,0.164,0.321,20,17,0.353,0.334,Wisconsin
2015,2,4,North Carolina,18.3,119.0,100.7,0.772,0.525,0.147,0.338,24,13,0.36,0.306,6,Xavier,14.3,115.9,101.6,0.698,0.528,0.182,0.297,24,13,0.326,0.334,Xavier
2015,5,1,Duke,28.1,120.3,92.2,0.935,0.555,0.142,0.304,32,4,0.356,0.324,1,Michigan State,30.2,121.2,91.0,0.965,0.537,0.167,0.301,30,8,0.384,0.296,Duke
2015,5,1,Wisconsin,30.2,121.9,91.7,0.952,0.534,0.16,0.29,29,9,0.391,0.32,1,Kentucky,26.4,121.7,95.3,0.878,0.543,0.162,0.325,29,9,0.355,0.315,Wisconsin
2015,6,1,Duke,30.8,120.8,90.0,0.981,0.535,0.133,0.328,28,8,0.342,0.321,1,Wisconsin,27.5,121.6,94.1,0.899,0.534,0.171,0.287,30,8,0.374,0.313,Duke
2016,1,1,Kansas,30.7,122.8,92.1,0.976,0.541,0.151,0.309,30,6,0.35,0.312,16,Austin Peay,-2.5,108.7,111.2,0.446,0.48,0.197,0.295,17,20,0.344,0.354,Kansas
2016,1,8,Colorado,11.8,113.9,102.1,0.672,0.489,0.169,0.305,19,19,0.364,0.31,9,Connecticut,9.7,112.8,103.1,0.662,0.485,0.169,0.28,22,15,0.33,0.306,Connecticut
2016,1,5,Maryland,17.1,115.5,98.4,0.754,0.508,0.166,0.311,24,12,0.348,0.308,12,South Dakota State,8.0,114.6,106.6,0.604,0.491,0.166,0.284,25,12,0.355,0.308,Maryland
2016,1,4,California,15.0,117.5,102.5,0.736,0.529,0.181,0.32,24,13,0.37,0.336,13,Hawaii,1.3,109.3,108.0,0.51,0.493,0.189,0.314,21,16,0.315,0.318,Hawaii
2016,1,6,Arizona,15.7,114.4,98.7,0.73,0.497,0.181,0.286,25,12,0.346,0.307,11,Wichita State,7.2,114.5,107.3,0.621,0.485,0.186,0.299,20,15,0.361,0.338,Wichita State
2016,1,3,Miami,20.8,116.6,95.8,0.822,0.511,0.166,0.314,28,9,0.35,0.328,14,Buffalo,-1.5,109.0,110.5,0.468,0.462,0.176,0.32,22,13,0.319,0.332,Miami
2016,1,7,Iowa,13.0,115.1,102.1,0.7,0.524,0.16,0.309,23,14,0.357,0.327,10,Temple,8.9,112.0,103.1,0.615,0.479,0.191,0.269,22,16,0.328,0.328,Iowa
2016,1,2,Villanova,23.2,121.1,97.9,0.856,0.528,0.16,0.318,29,9,0.381,0.318,15,UNC Asheville,1.6,109.8,108.2,0.532,0.472,0.176,0.279,21,16,0.328,0.353,Villanova
2016,1,1,Oregon,25.4,119.3,93.9,0.9,0.549,0.168,0.267,28,7,0.343,0.315,16,Holy Cross,-2.3,108.1,110.4,0.451,0.478,0.165,0.321,18,19,0.315,0.326,Oregon
2016,1,8,Saint Joseph's,11.6,115.8,104.2,0.678,0.494,0.188,0.339,19,16,0.349,0.335,9,Cincinnati,6.8,112.2,105.4,0.614,0.497,0.154,0.281,19,16,0.319,0.325,Saint Joseph's
2016,1,5,Baylor,15.9,117.5,101.6,0.739,0.496,0.164,0.336,26,11,0.324,0.33,12,Yale,4.7,113.7,109.0,0.553,0.489,0.171,0.315,22,13,0.339,0.347,Yale
2016,1,4,Duke,16.9,115.4,98.5,0.739,0.519,0.167,0.317,25,13,0.345,0.322,13,UNC Wilmington,3.0,110.9,107.9,0.557,0.471,0.183,0.33,24,14,0.341,0.347,Duke
2016,1,6,Texas,16.3,116.2,99.9,0.758,0.509,0.173,0.285,22,16,0.34,0.309,11,Northern Iowa,4.4,113.1,108.7,0.55,0.473,0.185,0.325,22,15,0.343,0.334,Northern Iowa
2016,1,3,Texas A&M,22.0,118.4,96.4,0.845,0.542,0.155,0.333,26,11,0.33,0.305,14,Green Bay,-1.4,109.5,110.9,0.465,0.476,0.195,0.288,22,14,0.337,0.321,Texas A&M
2016,1,7,Oregon State,13.8,116.9,103.1,0.726,0.52,0.171,0.311,22,13,0.32,0.338,10,VCU,6.1,113.3,107.2,0.584,0.486,0.154,0.33,20,15,0.345,0.325,VCU
2016,1,2,Oklahoma,21.6,118.8,97.2,0.819,0.521,0.145,0.285,30,5,0.346,0.331,15,CSU Bakersfield,1.3,109.1,107.8,0.53,0.465,0.162,0.295,22,15,0.332,0.338,Oklahoma
2016,1,1,North Carolina,26.3,120.6,94.3,0.888,0.517,0.161,0.307,29,9,0.363,0.301,16,FGCU,-1.1,107.8,108.9,0.472,0.496,0.192,0.321,20,18,0.321,0.321,North Carolina
2016,1,8,USC,8.1,112.8,104.7,0.63,0.496,0.185,0.324,19,19,0.317,0.341,9,Providence,6.1,114.1,108.0,0.606,0.495,0.177,0.317,19,18,0.336,0.314,Providence
2016,1,5,Indiana,14.0,117.4,103.4,0.708,0.516,0.16,0.295,25,10,0.325,0.318,12,Chattanooga,4.4,111.0,106.6,0.56,0.482,0.162,0.301,24,13,0.316,0.331,Indiana
2016,1,4,Kentucky,19.4,119.0,99.6,0.804,0.508,0.146,0.276,23,13,0.361,0.326,13,Stony Brook,5.7,112.8,107.1,0.584,0.494,0.177,0.314,25,12,0.364,0.335,Kentucky
2016,1,6,Notre Dame,16.2,117.0,100.8,0.729,0.495,0.161,0.284,25,10,0.338,0.301,11,Michigan,5.9,112.2,106.3,0.571,0.505,0.157,0.329,22,16,0.362,0.334,Michigan
2016,1,3,West Virginia,20.8,118.5,97.7,0.824,0.537,0.157,0.325,27,9,0.365,0.307,14,Stephen F. Austin,3.7,111.3,107.6,0.568,0.501,0.196,0.267,23,15,0.347,0.313,Stephen F. Austin
2016,1,7,Wisconsin,12.1,115.3,103.2,0.676,0.521,0.163,0.322,22,13,0.358,0.305,10,Pittsburgh,7.0,113.0,106.0,0.6,0.484,0.187,0.337,19,17,0.348,0.314,Wisconsin
2016,1,2,Xavier,26.5,119.8,93.3,0.904,0.539,0.139,0.317,28,8,0.337,0.311,15,Weber State,0.0,111.3,111.3,0.51,0.487,0.181,0.312,21,16,0.33,0.329,Xavier
2016,1,1,Virginia,26.1,119.3,93.2,0.909,0.532,0.143,0.271,28,7,0.336,0.323,16,Hampton,-3.0,110.3,113.3,0.46,0.478,0.169,0.274,18,20,0.344,0.343,Virginia
2016,1,8,Texas Tech,7.3,112.4,105.1,0.618,0.513,0.177,0.32,20,17,0.359,0.317,9,Butler,11.8,115.9,104.1,0.693,0.491,0.175,0.306,22,16,0.343,0.334,Butler
2016,1,5,Purdue,18.8,118.8,100.0,0.794,0.503,0.151,0.311,22,13,0.376,0.318,12,Little Rock,3.7,112.5,108.8,0.546,0.504,0.162,0.295,25,12,0.365,0.32,Little Rock
2016,1,4,Iowa State,20.6,117.9,97.3,0.805,0.516,0.155,0.267,23,14,0.339,0.307,13,Iona,4.7,110.4,105.7,0.562,0.503,0.183,0.271,21,14,0.352,0.328,Iowa State
2016,1,6,Seton Hall,11.1,113.3,102.2,0.652,0.52,0.173,0.294,21,14,0.363,0.313,11,Gonzaga,5.4,112.7,107.3,0.586,0.473,0.188,0.3,22,14,0.343,0.335,Gonzaga
2016,1,3,Utah,22.3,118.1,95.8,0.815,0.519,0.161,0.275,26,9,0.367,0.314,14,Fresno State,3.7,111.7,108.0,0.567,0.488,0.157,0.33,22,15,0.311,0.327,Utah
2016,1,7,Dayton,13.5,114.8,101.3,0.685,0.497,0.173,0.268,21,14,0.353,0.332,10,Syracuse,7.1,112.2,105.1,0.612,0.507,0.18,0.338,20,15,0.341,0.315,Syracuse
2016,1,2,Michigan State,25.3,121.9,96.6,0.861,0.519,0.166,0.331,29,9,0.349,0.302,15,Middle Tennessee,-2.5,110.0,112.5,0.45,0.469,0.194,0.329,21,17,0.322,0.322,Middle Tennessee
2016,2,1,Villanova,30.3,123.1,92.8,0.97,0.536,0.169,0.3,32,5,0.365,0.322,5,Maryland,17.8,118.0,100.2,0.75,0.52,0.175,0.304,24,13,0.342,0.3,Villanova
2016,2,3,Miami,20.7,119.2,98.5,0.797,0.519,0.157,0.318,27,10,0.38,0.319,2,Villanova,24.8,121.1,96.3,0.854,0.536,0.151,0.301,26,10,0.375,0.297,Villanova
2016,5,2,Villanova,26.1,121.2,95.1,0.889,0.517,0.143,0.312,26,10,0.353,0.327,2,Oklahoma,25.1,121.8,96.7,0.871,0.541,0.158,0.302,27,8,0.354,0.316,Villanova
2016,5,1,North Carolina,25.2,118.8,93.6,0.879,0.547,0.14,0.322,32,5,0.372,0.298,10,Syracuse,9.2,115.7,106.5,0.626,0.484,0.154,0.274,21,16,0.357,0.346,North Carolina
2016,6,2,Villanova,25.3,120.3,95.0,0.871,0.523,0.141,0.317,28,8,0.372,0.297,1,North Carolina,25.7,119.1,93.4,0.871,0.543,0.135,0.304,32,4,0.353,0.321,Villanova
2017,1,1,Villanova,28.7,119.8,91.1,0.923,0.557,0.16,0.302,28,8,0.38,0.319,16,Mount St. Mary's,-1.2,110.1,111.3,0.48,0.485,0.175,0.33,18,18,0.351,0.342,Villanova
2017,1,8,Wisconsin,9.6,115.5,105.9,0.626,0.484,0.157,0.273,21,16,0.334,0.334,9,Virginia Tech,11.1,113.4,102.3,0.672,0.504,0.154,0.284,20,16,0.348,0.324,Wisconsin
2017,1,5,Virginia,14.0,116.1,102.1,0.726,0.502,0.183,0.263,26,11,0.371,0.304,12,UNC Wilmington,5.9,113.4,107.5,0.585,0.497,0.174,0.31,25,11,0.328,0.347,Virginia
2017,1,4,Florida,19.8,118.7,98.9,0.789,0.503,0.143,0.295,27,9,0.354,0.303,13,ETSU,1.9,111.6,109.7,0.538,0.498,0.197,0.27,23,13,0.329,0.336,Florida
2017,1,6,SMU,13.8,114.6,100.8,0.697,0.491,0.158,0.291,22,15,0.356,0.311,11,USC,9.6,114.7,105.1,0.632,0.486,0.19,0.297,18,20,0.367,0.325,USC
2017,1,3,Baylor,21.0,120.3,99.3,0.804,0.516,0.141,0.3,27,10,0.379,0.32,14,New Mexico State,1.2,111.9,110.7,0.515,0.498,0.188,0.321,24,12,0.328,0.33,Baylor
2017,1,7,South Carolina,11.2,113.6,102.4,0.663,0.5,0.171,0.326,21,14,0.354,0.328,10,Marquette,7.4,114.1,106.7,0.605,0.512,0.183,0.276,19,16,0.343,0.328,South Carolina
2017,1,2,Duke,21.8,118.1,96.3,0.826,0.522,0.162,0.301,27,11,0.346,0.318,15,Troy,1.9,111.7,109.8,0.52,0.477,0.191,0.303,19,18,0.349,0.325,Duke
2017,1,1,North Carolina,27.0,119.2,92.2,0.902,0.526,0.169,0.33,30,6,0.37,0.312,16,Texas Southern,-2.7,109.3,112.0,0.446,0.48,0.187,0.327,17,18,0.311,0.345,North Carolina
2017,1,8,Arkansas,8.1,113.0,104.9,0.618,0.493,0.16,0.3,19,17,0.35,0.326,9,Seton Hall,9.1,113.9,104.8,0.656,0.497,0.166,0.337,23,14,0.342,0.327,Arkansas
2017,1,5,Minnesota,17.1,118.3,101.2,0.764,0.526,0.153,0.299,24,12,0.38,0.309,12,Middle Tennessee,7.6,115.0,107.4,0.625,0.503,0.18,0.299,24,13,0.341,0.33,Middle Tennessee
2017,1,4,Butler,15.7,117.0,101.3,0.731,0.531,0.177,0.336,25,10,0.369,0.311,13,Winthrop,2.1,110.6,108.5,0.522,0.483,0.166,0.303,22,13,0.363,0.341,Butler
2017,1,6,Cincinnati,14.7,116.2,101.5,0.71,0.516,0.167,0.311,24,11,0.323,0.317,11,Kansas State,8.1,111.8,103.7,0.64,0.515,0.158,0.312,19,18,0.366,0.326,Kansas State
2017,1,3,UCLA,19.9,118.5,98.6,0.815,0.503,0.163,0.303,25,13,0.368,0.333,14,Kent State,3.3,110.0,106.7,0.566,0.506,0.173,0.3,22,13,0.364,0.35,UCLA
2017,1,7,Dayton,9.1,113.9,104.8,0.621,0.518,0.162,0.339,21,17,0.347,0.326,10,Wichita State,6.6,113.9,107.3,0.592,0.502,0.179,0.317,21,15,0.312,0.322,Wichita State
2017,1,2,Kentucky,22.1,120.3,98.2,0.847,0.537,0.159,0.267,27,11,0.367,0.3,15,Northern Kentucky,-2.1,108.2,110.3,0.459,0.465,0.192,0.336,19,18,0.321,0.346,Kentucky
2017,1,1,Kansas,28.9,122.3,93.4,0.916,0.523,0.143,0.292,30,5,0.364,0.322,16,UC Davis,-3.2,110.5,113.7,0.447,0.462,0.201,0.298,19,19,0.329,0.358,Kansas
2017,1,8,Miami,11.2,116.1,104.9,0.678,0.514,0.182,0.321,19,19,0.357,0.328,9,Michigan State,9.2,113.1,103.9,0.655,0.483,0.184,0.332,20,17,0.326,0.327,Michigan State
2017,1,5,Iowa State,18.1,117.0,98.9,0.779,0.525,0.161,0.332,23,15,0.35,0.299,12,Nevada,4.7,110.1,105.4,0.569,0.502,0.184,0.292,26,9,0.359,0.34,Nevada
2017,1,4,Purdue,15.3,115.5,100.2,0.712,0.53,0.182,0.266,26,10,0.376,0.301,13,Vermont,4.6,112.9,108.3,0.588,0.495,0.172,0.339,24,14,0.333,0.345,Purdue
2017,1,6,Creighton,11.5,116.5,105.0,0.687,0.488,0.183,0.269,22,14,0.376,0.319,11,Rhode Island,9.0,114.6,105.6,0.654,0.497,0.18,0.294,21,16,0.337,0.315,Rhode Island
2017,1,3,Oregon,18.9,116.3,97.4,0.799,0.528,0.142,0.313,24,12,0.361,0.334,14,Iona,-0.8,108.1,108.9,0.469,0.482,0.189,0.264,21,15,0.349,0.332,Oregon
2017,1,7,Michigan,13.5,116.5,103.0,0.688,0.527,0.156,0.333,22,14,0.353,0.325,10,Oklahoma State,6.8,111.3,104.5,0.608,0.482,0.165,0.265,20,18,0.369,0.343,Michigan
2017,1,2,Louisville,24.3,117.9,93.6,0.858,0.534,0.151,0.302,28,10,0.371,0.307,15,Jacksonville State,-2.9,109.0,111.9,0.446,0.463,0.197,0.272,22,16,0.33,0.32,Louisville
2017,1,1,Gonzaga,28.3,119.9,91.6,0.914,0.525,0.158,0.334,29,6,0.384,0.29,16,South Dakota State,-5.4,108.5,113.9,0.423,0.484,0.173,0.321,20,16,0.343,0.343,Gonzaga
2017,1,8,Northwestern,12.2,114.2,102.0,0.701,0.485,0.185,0.337,22,14,0.324,0.343,9,Vanderbilt,10.2,114.9,104.7,0.649,0.49,0.163,0.283,21,16,0.343,0.331,Northwestern
2017,1,5,Notre Dame,15.2,117.6,102.4,0.727,0.523,0.174,0.321,24,14,0.339,0.308,12,Princeton,2.3,112.4,110.1,0.544,0.465,0.18,0.307,23,14,0.351,0.325,Notre Dame
2017,1,4,West Virginia,16.4,116.8,100.4,0.736,0.515,0.181,0.287,26,12,0.367,0.318,13,Bucknell,1.0,111.6,110.6,0.502,0.491,0.179,0.333,21,14,0.339,0.34,West Virginia
2017,1,6,Maryland,16.0,114.7,98.7,0.753,0.494,0.144,0.271,22,13,0.359,0.302,11,Xavier,5.3,111.9,106.6,0.562,0.496,0.192,0.333,22,16,0.35,0.31,Xavier
2017,1,3,Florida State,18.1,117.4,99.3,0.762,0.535,0.143,0.325,25,10,0.364,0.329,14,FGCU,3.5,111.5,108.0,0.542,0.492,0.167,0.288,23,15,0.356,0.315,Florida State
2017,1,7,Saint Mary's,12.4,116.9,104.5,0.675,0.512,0.182,0.312,20,18,0.369,0.333,10,VCU,7.3,113.1,105.8,0.592,0.475,0.16,0.3,23,12,0.338,0.339,Saint Mary's
2017,1,2,Arizona,26.4,122.2,95.8,0.885,0.549,0.161,0.305,28,7,0.348,0.326,15,North Dakota,-2.9,110.2,113.1,0.437,0.462,0.169,0.326,21,15,0.351,0.355,Arizona
2017,5,1,North Carolina,28.4,121.6,93.2,0.94,0.544,0.153,0.291,28,9,0.378,0.318,1,Oregon,25.3,119.9,94.6,0.893,0.524,0.165,0.336,28,9,0.354,0.321,North Carolina
2017,5,1,Gonzaga,29.7,121.7,92.0,0.935,0.542,0.145,0.275,32,5,0.37,0.301,7,South Carolina,13.8,116.4,102.6,0.69,0.494,0.175,0.311,20,15,0.363,0.314,Gonzaga
2017,6,1,North Carolina,25.0,119.2,94.2,0.869,0.521,0.14,0.275,31,4,0.357,0.312,1,Gonzaga,25.2,119.5,94.3,0.862,0.534,0.148,0.291,28,8,0.348,0.305,North Carolina
2018,1,1,Virginia,28.4,120.0,91.6,0.921,0.522,0.144,0.299,31,6,0.337,0.304,16,UMBC,-4.1,106.7,110.8,0.429,0.462,0.189,0.308,19,16,0.313,0.323,UMBC
2018,1,8,Creighton,12.7,114.4,101.7,0.695,0.518,0.16,0.287,23,13,0.367,0.337,9,Kansas State,7.8,113.5,105.7,0.625,0.495,0.159,0.292,22,14,0.332,0.337,Kansas State
2018,1,5,Kentucky,15.0,115.1,100.1,0.736,0.505,0.182,0.276,26,9,0.38,0.307,12,Davidson,7.7,112.9,105.2,0.624,0.493,0.164,0.315,25,13,0.362,0.339,Kentucky
2018,1,4,Arizona,15.8,115.5,99.7,0.727,0.498,0.161,0.29,27,11,0.348,0.323,13,Buffalo,3.2,113.0,109.8,0.563,0.483,0.158,0.337,25,10,0.35,0.344,Buffalo
2018,1,6,Miami,11.7,113.7,102.0,0.682,0.49,0.173,0.305,23,15,0.355,0.329,11,Loyola Chicago,4.6,110.2,105.6,0.558,0.499,0.178,0.315,21,15,0.323,0.325,Loyola Chicago
2018,1,3,Tennessee,20.1,116.1,96.0,0.786,0.517,0.178,0.269,26,11,0.382,0.301,14,Wright State,0.7,109.1,108.4,0.51,0.48,0.177,0.316,20,15,0.325,0.326,Tennessee
2018,1,7,Nevada,14.1,116.2,102.1,0.719,0.495,0.185,0.28,24,14,0.33,0.307,10,Texas,10.8,113.2,102.4,0.658,0.489,0.175,0.295,20,18,0.318,0.329,Nevada
2018,1,2,Cincinnati,24.6,119.4,94.8,0.877,0.517,0.165,0.325,30,6,0.333,0.294,15,Georgia State,-1.8,108.1,109.9,0.458,0.483,0.181,0.337,22,13,0.322,0.332,Cincinnati
2018,1,1,Villanova,27.1,122.2,95.1,0.911,0.547,0.161,0.284,29,8,0.369,0.291,16,Radford,-6.3,106.7,113.0,0.393,0.475,0.187,0.293,18,20,0.307,0.337,Villanova
2018,1,8,Virginia Tech,10.8,115.1,104.3,0.668,0.522,0.171,0.299,22,13,0.324,0.317,9,Alabama,11.2,116.3,105.1,0.667,0.49,0.164,0.305,22,16,0.355,0.32,Alabama
2018,1,5,West Virginia,17.3,116.7,99.4,0.746,0.517,0.175,0.278,24,12,0.324,0.307,12,Murray State,6.7,112.9,106.2,0.611,0.493,0.174,0.306,24,11,0.328,0.33,West Virginia
2018,1,4,Wichita State,19.6,117.6,98.0,0.783,0.516,0.17,0.312,23,15,0.339,0.33,13,Marshall,1.6,112.1,110.5,0.507,0.498,0.163,0.325,23,15,0.319,0.343,Marshall
2018,1,6,Florida,12.0,113.4,101.4,0.668,0.492,0.15,0.288,23,14,0.334,0.325,11,St. Bonaventure,5.7,111.3,105.6,0.6,0.511,0.181,0.268,18,19,0.368,0.341,Florida
